section,group,order,role,wix_id,original_url,local_path
exhibitions,sakan-2019,10,artwork,fdc35e_5c7c38b80f7241ab92a048c074949161,https://static.wixstatic.com/media/fdc35e_5c7c38b80f7241ab92a048c074949161~mv2.jpg,media/exhibitions/sakan-2019/sakan-2019-10.jpg
exhibitions,sakan-2019,11,artwork,fdc35e_3c62708485f440e8ae4f33719b61db93,https://static.wixstatic.com/media/fdc35e_3c62708485f440e8ae4f33719b61db93~mv2.jpg,media/exhibitions/sakan-2019/sakan-2019-11.jpg
exhibitions,horra-2017,1,artwork,fdc35e_bad6da474af84e809f4170989c68bb13,https://static.wixstatic.com/media/fdc35e_bad6da474af84e809f4170989c68bb13~mv2.jpg,media/exhibitions/horra-2017/horra-2017-01.jpg
exhibitions,horra-2017,2,artwork,fdc35e_00e0027a325a4cf8a755d57722fea96f,https://static.wixstatic.com/media/fdc35e_00e0027a325a4cf8a755d57722fea96f~mv2.jpg,media/exhibitions/horra-2017/horra-2017-02.jpg
exhibitions,horra-2017,3,artwork,fdc35e_880e33947ed74a188e3ee3025bdc3d09,https://static.wixstatic.com/media/fdc35e_880e33947ed74a188e3ee3025bdc3d09~mv2.jpg,media/exhibitions/horra-2017/horra-2017-03.jpg
exhibitions,horra-2017,4,artwork,fdc35e_467e71c6f7184828bb5e1bb723f882fe,https://static.wixstatic.com/media/fdc35e_467e71c6f7184828bb5e1bb723f882fe~mv2.jpg,media/exhibitions/horra-2017/horra-2017-04.jpg
exhibitions,horra-2017,5,artwork,fdc35e_9c209fddfc3243e491055ea70be503cd,https://static.wixstatic.com/media/fdc35e_9c209fddfc3243e491055ea70be503cd~mv2.jpg,media/exhibitions/horra-2017/horra-2017-05.jpg
exhibitions,horra-2017,6,artwork,fdc35e_6b8719503d284612bb09096c60ec8639,https://static.wixstatic.com/media/fdc35e_6b8719503d284612bb09096c60ec8639~mv2.jpg,media/exhibitions/horra-2017/horra-2017-06.jpg
exhibitions,horra-2017,7,artwork,fdc35e_909fab8d2874472b92565b11e75cdde6,https://static.wixstatic.com/media/fdc35e_909fab8d2874472b92565b11e75cdde6~mv2.jpg,media/exhibitions/horra-2017/horra-2017-07.jpg
exhibitions,horra-2017,8,artwork,fdc35e_3fc92944d86f42a087891a0edad74e4b,https://static.wixstatic.com/media/fdc35e_3fc92944d86f42a087891a0edad74e4b~mv2.jpg,media/exhibitions/horra-2017/horra-2017-08.jpg
exhibitions,horra-2017,9,artwork,fdc35e_021f09ad7ec342bfa340034dfcb7db4f,https://static.wixstatic.com/media/fdc35e_021f09ad7ec342bfa340034dfcb7db4f~mv2.jpg,media/exhibitions/horra-2017/horra-2017-09.jpg
exhibitions,horra-2017,10,artwork,fdc35e_da1fdfbfc4cc4f9db5742762cead24be,https://static.wixstatic.com/media/fdc35e_da1fdfbfc4cc4f9db5742762cead24be~mv2.jpg,media/exhibitions/horra-2017/horra-2017-10.jpg
exhibitions,horra-2017,11,artwork,fdc35e_779393f6fb7d4e448a83d1788181824e,https://static.wixstatic.com/media/fdc35e_779393f6fb7d4e448a83d1788181824e~mv2.jpg,media/exhibitions/horra-2017/horra-2017-11.jpg
exhibitions,horra-2017,12,artwork,fdc35e_3f2e78dc0fc34e87848d9407fdc56d88,https://static.wixstatic.com/media/fdc35e_3f2e78dc0fc34e87848d9407fdc56d88~mv2.jpg,media/exhibitions/horra-2017/horra-2017-12.jpg
exhibitions,horra-2017,13,artwork,fdc35e_8e7a64526cdd46f79bb9775456f1de8a,https://static.wixstatic.com/media/fdc35e_8e7a64526cdd46f79bb9775456f1de8a~mv2.jpg,media/exhibitions/horra-2017/horra-2017-13.jpg
exhibitions,horra-2017,14,artwork,fdc35e_560db7b148dc4cab9baf23f722bb3b75,https://static.wixstatic.com/media/fdc35e_560db7b148dc4cab9baf23f722bb3b75~mv2.jpg,media/exhibitions/horra-2017/horra-2017-14.jpg
exhibitions,horra-2017,15,artwork,fdc35e_f8b25638641540c6897f79b723e80cd2,https://static.wixstatic.com/media/fdc35e_f8b25638641540c6897f79b723e80cd2~mv2.jpg,media/exhibitions/horra-2017/horra-2017-15.jpg
exhibitions,horra-2017,16,artwork,fdc35e_6324a9c43f8d4576a2b29ebafeb15ceb,https://static.wixstatic.com/media/fdc35e_6324a9c43f8d4576a2b29ebafeb15ceb~mv2.jpg,media/exhibitions/horra-2017/horra-2017-16.jpg
exhibitions,horra-2017,17,artwork,fdc35e_c8d4419bb71b46c8a19ed885cd0d6e08,https://static.wixstatic.com/media/fdc35e_c8d4419bb71b46c8a19ed885cd0d6e08~mv2.jpg,media/exhibitions/horra-2017/horra-2017-17.jpg
exhibitions,horra-2017,18,artwork,fdc35e_0555cdc626614e66b561f5875c46eca0,https://static.wixstatic.com/media/fdc35e_0555cdc626614e66b561f5875c46eca0~mv2.jpg,media/exhibitions/horra-2017/horra-2017-18.jpg
exhibitions,horra-2017,19,artwork,fdc35e_7db8248b0d4847b49107a81b65378b22,https://static.wixstatic.com/media/fdc35e_7db8248b0d4847b49107a81b65378b22~mv2.jpg,media/exhibitions/horra-2017/horra-2017-19.jpg
exhibitions,soul-2016,1,artwork,fdc35e_8ce69558b6a44a758885d039fe301daa,https://static.wixstatic.com/media/fdc35e_8ce69558b6a44a758885d039fe301daa~mv2.jpg,media/exhibitions/soul-2016/soul-2016-01.jpg
exhibitions,soul-2016,2,artwork,fdc35e_025a590d626246679071f6838b39f118,https://static.wixstatic.com/media/fdc35e_025a590d626246679071f6838b39f118~mv2.jpg,media/exhibitions/soul-2016/soul-2016-02.jpg
exhibitions,soul-2016,3,artwork,fdc35e_e28469cebe1b4623a23928649e6479b8,https://static.wixstatic.com/media/fdc35e_e28469cebe1b4623a23928649e6479b8~mv2.jpg,media/exhibitions/soul-2016/soul-2016-03.jpg
exhibitions,soul-2016,4,artwork,fdc35e_64468ab195684fa6bbd7cc70aefc86a9,https://static.wixstatic.com/media/fdc35e_64468ab195684fa6bbd7cc70aefc86a9~mv2.jpg,media/exhibitions/soul-2016/soul-2016-04.jpg
exhibitions,soul-2016,5,artwork,fdc35e_a78a047b813140c6943707bacc5faa98,https://static.wixstatic.com/media/fdc35e_a78a047b813140c6943707bacc5faa98~mv2.jpg,media/exhibitions/soul-2016/soul-2016-05.jpg
exhibitions,soul-2016,6,artwork,fdc35e_27d2a05634944a79a98fc918182a7f39,https://static.wixstatic.com/media/fdc35e_27d2a05634944a79a98fc918182a7f39~mv2.jpg,media/exhibitions/soul-2016/soul-2016-06.jpg
exhibitions,soul-2016,7,artwork,fdc35e_035f162299184deb8694e327ddf6175f,https://static.wixstatic.com/media/fdc35e_035f162299184deb8694e327ddf6175f~mv2.jpg,media/exhibitions/soul-2016/soul-2016-07.jpg
exhibitions,soul-2016,8,artwork,fdc35e_3b4bb0a2c68e48b488fc92ebdb22779a,https://static.wixstatic.com/media/fdc35e_3b4bb0a2c68e48b488fc92ebdb22779a~mv2.jpg,media/exhibitions/soul-2016/soul-2016-08.jpg
exhibitions,soul-2016,9,artwork,fdc35e_48dde6a99e04496fadd4331eed22d597,https://static.wixstatic.com/media/fdc35e_48dde6a99e04496fadd4331eed22d597~mv2.jpg,media/exhibitions/soul-2016/soul-2016-09.jpg
exhibitions,soul-2016,10,artwork,fdc35e_28b8c99a2b654faab1fdcf45d70d5016,https://static.wixstatic.com/media/fdc35e_28b8c99a2b654faab1fdcf45d70d5016~mv2.jpg,media/exhibitions/soul-2016/soul-2016-10.jpg
exhibitions,soul-2016,11,artwork,fdc35e_b267b2bc782544128b8223a43457c7fb,https://static.wixstatic.com/media/fdc35e_b267b2bc782544128b8223a43457c7fb~mv2.jpg,media/exhibitions/soul-2016/soul-2016-11.jpg
exhibitions,soul-2016,12,artwork,fdc35e_94233651da794f549dcb60d1867a3d09,https://static.wixstatic.com/media/fdc35e_94233651da794f549dcb60d1867a3d09~mv2.jpg,media/exhibitions/soul-2016/soul-2016-12.jpg
exhibitions,soul-2016,13,artwork,fdc35e_f2df4bfe3eb442d8aae5b3ec00bf4c34,https://static.wixstatic.com/media/fdc35e_f2df4bfe3eb442d8aae5b3ec00bf4c34~mv2.jpg,media/exhibitions/soul-2016/soul-2016-13.jpg
exhibitions,soul-2016,14,artwork,fdc35e_750326d93dba498e922b8a491c64ec92,https://static.wixstatic.com/media/fdc35e_750326d93dba498e922b8a491c64ec92~mv2.jpg,media/exhibitions/soul-2016/soul-2016-14.jpg
exhibitions,soul-2016,15,artwork,fdc35e_af78a4f38cd243c9a9a7b14c8535d23e,https://static.wixstatic.com/media/fdc35e_af78a4f38cd243c9a9a7b14c8535d23e~mv2.jpg,media/exhibitions/soul-2016/soul-2016-15.jpg
exhibitions,soul-2016,16,artwork,fdc35e_bbba0330e9f84af09155c34d9800c08f,https://static.wixstatic.com/media/fdc35e_bbba0330e9f84af09155c34d9800c08f~mv2.jpg,media/exhibitions/soul-2016/soul-2016-16.jpg
exhibitions,soul-2016,17,artwork,fdc35e_20bdbdab99154339ace7f2942d526212,https://static.wixstatic.com/media/fdc35e_20bdbdab99154339ace7f2942d526212~mv2.jpg,media/exhibitions/soul-2016/soul-2016-17.jpg
exhibitions,soul-2016,18,artwork,fdc35e_2a2d1cc3a6344579adc0802785806287,https://static.wixstatic.com/media/fdc35e_2a2d1cc3a6344579adc0802785806287~mv2.jpg,media/exhibitions/soul-2016/soul-2016-18.jpg
exhibitions,caravan-arts,1,artwork,fdc35e_43a99f5108da44bdb668eb5b8ce5009c,https://static.wixstatic.com/media/fdc35e_43a99f5108da44bdb668eb5b8ce5009c~mv2.jpg,media/exhibitions/caravan-arts/caravan-arts-01.jpg
exhibitions,caravan-arts,2,artwork,fdc35e_e4f82255019b47cca7c0f6e0e4dfc6eb,https://static.wixstatic.com/media/fdc35e_e4f82255019b47cca7c0f6e0e4dfc6eb~mv2.jpg,media/exhibitions/caravan-arts/caravan-arts-02.jpg
exhibitions,caravan-arts,3,artwork,fdc35e_dace0b236ead45fda6320f894a1ce083,https://static.wixstatic.com/media/fdc35e_dace0b236ead45fda6320f894a1ce083~mv2.jpg,media/exhibitions/caravan-arts/caravan-arts-03.jpg
exhibitions,caravan-arts,4,artwork,fdc35e_4406b9fa97c74bceaf816a373c5f5e9a,https://static.wixstatic.com/media/fdc35e_4406b9fa97c74bceaf816a373c5f5e9a~mv2.jpg,media/exhibitions/caravan-arts/caravan-arts-04.jpg
exhibitions,collection,1,artwork,fdc35e_402f2255799e44cdadf87af753a361c8,https://static.wixstatic.com/media/fdc35e_402f2255799e44cdadf87af753a361c8~mv2.jpg,media/exhibitions/collection/collection-01.jpg
exhibitions,collection,2,artwork,fdc35e_5c6f828e02bb465c8b95f98455fa5994,https://static.wixstatic.com/media/fdc35e_5c6f828e02bb465c8b95f98455fa5994~mv2.jpg,media/exhibitions/collection/collection-02.jpg
exhibitions,collection,3,artwork,fdc35e_c3640f6bcab144ada09278ed6a423f5d,https://static.wixstatic.com/media/fdc35e_c3640f6bcab144ada09278ed6a423f5d~mv2.jpg,media/exhibitions/collection/collection-03.jpg
